Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
335,Nikola Mirotic,PF,27,NOP,32,925,17.7,0.591,0.568,0.248,5.3,24.1,14.9,5.3,1.1,2.2,7.6,21.8,,1.7,0.9,2.6,0.134,,1.6,-1.7,-0.1,0.4
335,Nikola Mirotic,PF,27,MIL,6,131,19.5,0.621,0.684,0.07,4.2,20,12.6,9.9,1.1,2.6,4.9,19.8,,0.3,0.2,0.5,0.2,,2.7,-0.1,2.6,0.2
336,Donovan Mitchell,SG,22,UTA,58,1954,16.5,0.523,0.343,0.258,2.3,10.6,6.5,21.2,2,0.9,11.2,31.9,,0.3,2.7,3,0.073,,0.3,-0.4,-0.1,1
337,Naz Mitrou-Long,SG,25,UTA,10,39,-2.9,0.313,0.75,0,0,5.5,2.8,13.3,0,0,27.3,12.1,,-0.1,0,-0.1,-0.103,,-8.3,-2.3,-10.6,-0.1
338,Malik Monk,SG,20,CHO,58,1028,12.3,0.518,0.543,0.184,1.2,9.3,5.2,15,1.3,1.3,11.9,25.6,,-0.2,0.6,0.4,0.017,,-0.9,-3.1,-4,-0.5
339,Greg Monroe,C,28,TOR,38,423,13.6,0.487,0.025,0.379,15.6,24.2,19.9,5.4,1.5,1.6,14.2,22.1,,0,0.7,0.6,0.069,,-4.5,-0.6,-5.1,-0.3
340,E'Twaun Moore,SF,29,NOP,51,1422,11.8,0.57,0.33,0.112,2.6,6.5,4.6,9.7,1.3,0.5,9.6,17.4,,1.3,0.5,1.8,0.062,,0.1,-1.9,-1.8,0.1
341,Eric Moreland,PF,27,PHO,1,5,3.9,,,,0,68.7,33.7,0,0,0,,0,,0,0,0,0.075,,-14.2,-4,-18.2,0
342,Jaylen Morris,SG,23,MIL,4,29,12.3,0.46,0.3,0.2,0,16.8,8.9,18.1,3.2,0,8.4,17.2,,0,0.1,0.1,0.087,,-3.7,0.9,-2.8,0
343,Marcus Morris,PF,29,BOS,58,1610,15.2,0.588,0.466,0.196,3.7,20,11.8,7.3,1,1,9.2,21,,2.1,2.1,4.1,0.123,,0.2,-1,-0.9,0.5
344,Markieff Morris,PF,29,TOT,39,976,12.4,0.546,0.44,0.227,4.6,17.1,10.7,9.3,1.4,1.9,10.8,19.3,,0.6,0.7,1.3,0.062,,-1.2,-0.9,-2.1,0
344,Markieff Morris,PF,29,WAS,34,883,12.2,0.543,0.439,0.223,5,16.9,10.8,9.7,1.3,1.9,11.5,19.6,,0.4,0.6,0.9,0.051,,-1.2,-0.9,-2.1,0
344,Markieff Morris,PF,29,OKC,5,93,14.3,0.582,0.455,0.273,1.1,19.2,10,5.9,1.5,1.8,2.6,16.6,,0.2,0.1,0.3,0.166,,-1.3,-0.7,-2.1,0
345,Monte Morris,PG,23,DEN,62,1513,16.3,0.57,0.313,0.103,1.9,9.9,5.9,22.1,1.8,0.2,6.4,17,,3.4,1.4,4.8,0.152,,1.6,-1.3,0.3,0.9
346,Johnathan Motley,PF,23,LAC,16,131,16.7,0.536,0.049,0.541,12.5,18.9,15.8,10,1.4,1.2,14.7,28.6,,0,0.1,0.2,0.063,,-2.7,-2,-4.7,-0.1
347,Emmanuel Mudiay,PG,22,NYK,43,1136,15.7,0.535,0.274,0.25,2.5,10.2,6.2,24.4,1.4,1,13.6,25.7,,0.5,0.5,1,0.04,,0.3,-2,-1.7,0.1
348,Jamal Murray,PG,21,DEN,56,1861,15.1,0.529,0.345,0.19,3,10.8,6.9,22,1.2,1,11.7,24.9,,1.8,1.6,3.4,0.088,,0.6,-1.3,-0.7,0.6
349,Dzanan Musa,SG,19,BRK,8,34,2.9,0.383,0.45,0.1,3.1,9.4,6.3,5,2.8,0,16.1,30.9,,-0.2,0,-0.2,-0.229,,-9.9,-3.6,-13.5,-0.1
350,Mike Muscala,PF,27,TOT,52,1091,10.4,0.555,0.722,0.261,5.3,14.5,10,8,0.8,2.3,11.6,14.3,,0.9,1,2,0.087,,-0.3,-0.2,-0.5,0.4
350,Mike Muscala,PF,27,PHI,47,1041,10.4,0.56,0.716,0.277,5.4,14.9,10.3,7.9,0.8,2,12.1,14.3,,0.9,1,1.9,0.088,,-0.2,-0.2,-0.4,0.4
350,Mike Muscala,PF,27,LAL,5,50,10.5,0.471,0.824,0,2.1,6,4.1,10.4,0,8,0,14.1,,0,0,0.1,0.072,,-1.7,0.5,-1.1,0
351,Sviatoslav Mykhailiuk,SF-SG,21,TOT,41,434,6.1,0.453,0.638,0.145,2,6.3,4.2,11.1,1.4,0.2,12.5,16,,-0.4,0.3,-0.1,-0.01,,-3.5,-2.3,-5.8,-0.4
351,Sviatoslav Mykhailiuk,SF,21,LAL,39,420,5.9,0.451,0.644,0.152,2,6.2,4.2,10,1.4,0.2,12.4,15.9,,-0.4,0.3,-0.1,-0.013,,-3.6,-2.2,-5.8,-0.4
351,Sviatoslav Mykhailiuk,SG,21,DET,2,14,13.2,0.5,0.5,0,0,8,3.9,43.2,0,0,14.3,21.4,,0,0,0,0.088,,-1.2,-5.9,-7,0
352,Abdel Nader,SF,25,OKC,43,453,9.3,0.545,0.391,0.159,2,15.8,8.8,3.8,1.2,0.7,9.2,14.6,,0.2,0.5,0.7,0.077,,-3.9,-1.3,-5.3,-0.4
353,Larry Nance,C,26,CLE,53,1382,18.3,0.577,0.177,0.302,10.3,24.4,17,17.7,2.6,2.1,14.9,15.5,,2.5,1.2,3.7,0.128,,1.2,2.4,3.6,2
354,Shabazz Napier,PG,27,BRK,52,929,15.5,0.533,0.516,0.334,1.6,8.8,5.2,22.7,2.1,1.3,12.1,24.5,,0.9,0.9,1.8,0.091,,0.4,-1.3,-0.9,0.3
355,Raul Neto,PG,26,UTA,25,300,13.9,0.587,0.385,0.208,1.1,13.2,7.2,28.5,1.4,0.3,17.4,18.1,,0.4,0.4,0.8,0.123,,-0.7,-0.8,-1.5,0
356,Georges Niang,PF,25,UTA,42,312,11.9,0.597,0.683,0.125,2.5,16.1,9.4,10,1.1,0.8,10.6,16.8,,0.3,0.4,0.7,0.112,,-0.3,-0.7,-1,0.1
357,Joakim Noah,C,33,MEM,34,531,19.5,0.577,0.006,0.528,10.4,28.8,19.4,19.6,1.4,4.7,15.7,20,,0.9,1,1.8,0.167,,-1.6,3.8,2.2,0.6
358,Nerlens Noel,C,24,OKC,58,831,19.6,0.596,0,0.259,12.4,21.1,16.7,5.7,3.2,7.6,12.5,13.7,,1.5,2,3.5,0.205,,-1.6,5.7,4.1,1.3
359,Dirk Nowitzki,PF,40,DAL,31,400,8.2,0.465,0.64,0.114,0.3,18,9.3,6.2,0.6,1.9,4.2,20.5,,-0.2,0.4,0.2,0.02,,-3.6,-2,-5.6,-0.4
360,Frank Ntilikina,PG,20,NYK,41,872,6.2,0.419,0.4,0.102,1.2,9,4.9,19.1,1.7,1.4,15.8,16.6,,-1.2,0.4,-0.8,-0.042,,-4.3,-1,-5.2,-0.7
361,James Nunnally,SF,28,TOT,15,102,7.3,0.503,0.735,0.118,0,5.4,2.6,9.6,0.5,0,2.7,15.3,,0.1,0,0.1,0.037,,-1.6,-4.9,-6.5,-0.1
361,James Nunnally,SF,28,MIN,13,64,12.1,0.593,0.619,0.19,0,6.8,3.3,10.9,0.7,0,4.2,15.5,,0.1,0,0.1,0.105,,0.3,-4.3,-4,0
361,James Nunnally,SF,28,HOU,2,38,-0.8,0.346,0.923,0,0,3.1,1.5,7.3,0,0,0,14.8,,-0.1,0,-0.1,-0.077,,-4.8,-5.9,-10.7,-0.1
362,Jusuf Nurkic,C,24,POR,61,1659,23.3,0.571,0.038,0.444,13.2,25.9,19.7,17.7,1.8,4.4,14.5,24.4,,3.8,2.8,6.6,0.191,,1.5,3.7,5.2,3
363,David Nwaba,SG,26,CLE,32,591,12.5,0.55,0.314,0.403,4.7,14.5,9.4,8.6,1.7,1.3,8.3,15.1,,0.7,0.2,0.8,0.069,,-1,-1,-2,0
364,Royce O'Neale,SF,25,UTA,62,1184,9.7,0.594,0.476,0.144,1.8,17.3,9.6,9.9,1.7,1.4,16.6,11.5,,0.6,1.8,2.3,0.095,,-2.1,2.3,0.2,0.7
365,Kyle O'Quinn,C,28,IND,37,308,14.9,0.524,0.106,0.144,8.6,25.8,17.4,20.8,1,5.8,19,19.4,,0.1,0.6,0.7,0.11,,-3.1,3.9,0.8,0.2
366,Semi Ojeleye,PF,24,BOS,42,454,9.1,0.54,0.587,0.198,4.2,11.6,7.9,5.3,0.9,0.8,9,13.7,,0.3,0.4,0.7,0.073,,-2.1,-1.4,-3.4,-0.2
367,Jahlil Okafor,C,23,NOP,44,652,18.8,0.613,0.004,0.254,10.8,20.7,15.9,6.1,0.8,3.4,11,19.6,,1.3,0.6,1.9,0.138,,-0.9,-0.7,-1.5,0.1
368,Elie Okobo,PG,21,PHO,42,778,6.9,0.47,0.445,0.147,1.1,10.7,5.8,19.6,1.5,0.5,18.1,17.1,,-0.8,0.2,-0.6,-0.037,,-4.2,-2.3,-6.5,-0.9
369,Josh Okogie,SG,20,MIN,54,1231,8.6,0.478,0.429,0.317,2.8,11.5,7.1,6.7,2.3,1.5,11,16.4,,-0.4,1,0.6,0.023,,-2.6,0.2,-2.4,-0.1
370,Victor Oladipo,SG,26,IND,36,1147,17.7,0.519,0.367,0.24,2.1,17.2,9.8,24.9,2.6,0.9,11.2,27.9,,0.5,2,2.5,0.103,,1.2,1,2.2,1.2
371,Kelly Olynyk,PF,27,MIA,59,1267,15.2,0.62,0.578,0.313,4.6,18,11.3,12.7,1.4,1.6,15.9,19.1,,1.8,1.6,3.4,0.128,,0.9,0.3,1.2,1
372,Cedi Osman,SF,23,CLE,57,1795,11.7,0.547,0.44,0.227,2,15.1,8.3,11.6,1.2,0.5,11.9,18.8,,0.9,0.2,1.1,0.03,,-0.5,-1.7,-2.2,-0.1
373,Kelly Oubre,SF,23,TOT,62,1702,14.4,0.544,0.419,0.282,3.7,14.9,9.2,6.8,2,2.5,9.4,22.7,,0.6,1.1,1.7,0.049,,-1.2,-1.3,-2.5,-0.2
373,Kelly Oubre,SF,23,WAS,29,755,13.2,0.545,0.433,0.279,3.4,15.6,9.4,3.8,1.7,2.3,8.1,21,,0.3,0.5,0.8,0.053,,-1.9,-1.8,-3.7,-0.3
373,Kelly Oubre,SF,23,PHO,33,947,15.4,0.544,0.409,0.284,4,14.4,9.1,9.1,2.2,2.7,10.4,24.1,,0.3,0.6,0.9,0.046,,-0.6,-0.9,-1.6,0.1
374,Zaza Pachulia,C,34,DET,51,715,14.6,0.538,0.026,0.671,13,21.4,17.1,13.8,2,1.9,17.3,14.5,,1,1.1,2.2,0.144,,-1.5,3.1,1.6,0.6
375,Jabari Parker,PF,23,TOT,47,1250,14.2,0.54,0.255,0.24,4.4,21.6,13,14.6,1.2,1.3,15.5,24.6,,-0.5,1,0.6,0.022,,-2.3,-0.5,-2.8,-0.3
375,Jabari Parker,PF,23,CHI,39,1042,14.6,0.543,0.246,0.233,4.3,21,12.6,13.4,1.1,1.2,14.1,25.1,,-0.2,0.8,0.6,0.027,,-2,-0.8,-2.9,-0.2
375,Jabari Parker,PF,23,WAS,8,208,12.4,0.517,0.311,0.284,5.2,24.8,14.8,20.6,2,2.1,23.1,22.1,,-0.2,0.2,0,-0.003,,-3.8,1.2,-2.6,0
376,Tony Parker,PG,36,CHO,51,923,15.3,0.506,0.101,0.276,1.5,7.6,4.5,33.6,0.9,0.7,12.3,25.4,,0.6,0.3,1,0.05,,-1.5,-3.7,-5.3,-0.8
377,Chandler Parsons,SF,30,MEM,8,136,3.8,0.383,0.62,0.04,0.8,16.2,8.3,8.9,1.8,0.7,10.5,18.9,,-0.4,0.2,-0.2,-0.067,,-6.3,-1,-7.3,-0.2
378,Patrick Patterson,PF,29,OKC,58,844,8.4,0.497,0.627,0.138,5,12.8,8.8,4.6,0.9,1.3,8.4,12.1,,0.3,0.9,1.2,0.068,,-2.8,-0.6,-3.4,-0.3
379,Chris Paul,PG,33,HOU,39,1278,19.5,0.566,0.484,0.309,2,13.6,7.6,39.1,3,0.7,16.6,22.5,,3,1.2,4.2,0.157,,2.8,-0.6,2.2,1.4
380,Cameron Payne,PG,24,TOT,40,712,11.6,0.519,0.377,0.184,2,9.2,5.6,22.1,1.9,1.1,15.7,17.6,,0.1,0.4,0.5,0.033,,-2,-1.5,-3.5,-0.3
380,Cameron Payne,PG,24,CHI,31,536,10.3,0.492,0.351,0.149,2,8.8,5.4,22.7,1.8,1,16,17.5,,-0.1,0.3,0.2,0.017,,-2.8,-1.4,-4.2,-0.3
380,Cameron Payne,PG,24,CLE,9,176,15.3,0.596,0.455,0.291,1.8,10.5,6,20.3,2.3,1.5,15.1,18.2,,0.2,0.1,0.3,0.082,,0.5,-1.6,-1.1,0
381,Elfrid Payton,PG,24,NOP,25,703,12.7,0.488,0.208,0.165,3.6,11.8,7.8,31.2,1.9,1.1,19.9,18.5,,0.1,0.5,0.6,0.041,,-1.5,-0.3,-1.9,0
382,Gary Payton,PG,26,WAS,3,16,36.9,0.688,0.25,0,6.7,7,6.9,45.3,8.8,5.3,11.1,23.9,,0.1,0,0.1,0.358,,9.7,5.2,14.9,0.1
383,Theo Pinson,SG,23,BRK,11,161,8.1,0.5,0.577,0.308,1.3,18,9.6,14.9,1.2,0,19.2,19.2,,-0.1,0.1,0,0.004,,-4.1,-1,-5.1,-0.1
384,Mason Plumlee,C,28,DEN,62,1280,18.8,0.622,0.021,0.469,11.2,21.4,16.3,18.5,2.1,3.8,19.4,16.9,,2.4,2.1,4.5,0.17,,0.7,3.6,4.3,2
385,Miles Plumlee,C,30,ATL,18,173,19,0.654,0,0.625,9.7,14.4,12.1,14.9,1.6,2,14,16.8,,0.4,0.1,0.5,0.145,,0.3,-0.4,0,0.1
386,Jakob Poeltl,C,23,SAS,60,923,19.1,0.629,0,0.344,15.9,20.1,18,11,0.9,4.1,14.5,14.1,,2.4,1,3.4,0.178,,1.5,2,3.4,1.3
387,Quincy Pondexter,SF,30,SAS,46,262,13.5,0.631,0.34,0.717,3.4,14.5,9,11.4,1.7,0.3,12.5,13.3,,0.5,0.2,0.7,0.131,,-0.2,-0.9,-1.1,0.1
388,Otto Porter,SF,25,TOT,49,1469,15.8,0.57,0.399,0.149,3.7,17.2,10.4,10.4,2.3,1.6,8.6,18.9,,1.6,1.3,2.9,0.094,,0.2,0.2,0.4,0.9
388,Otto Porter,SF,25,WAS,41,1191,15,0.551,0.398,0.145,3.6,18,10.6,9.7,2.5,1.6,7.8,18.2,,1,1.1,2.1,0.084,,-0.3,0.4,0.1,0.6
388,Otto Porter,SF,25,CHI,8,278,19.4,0.646,0.404,0.167,4.3,14.2,9.2,13.8,1.4,1.9,11.6,21.9,,0.6,0.2,0.8,0.135,,2.7,-0.7,2,0.3
389,Bobby Portis,PF,23,TOT,30,750,16.5,0.532,0.279,0.171,8.9,24.7,16.7,9.1,1.3,1.2,9.8,25.5,,0.3,0.7,1,0.062,,-1.3,-1.7,-3,-0.2
389,Bobby Portis,PF,23,CHI,22,531,17.2,0.529,0.266,0.185,9.5,23.7,16.6,9.4,1,1.3,9,26.6,,0.3,0.5,0.7,0.065,,-0.9,-2,-2.9,-0.1
389,Bobby Portis,PF,23,WAS,8,219,14.8,0.54,0.316,0.133,7.4,27.1,17,8.3,2.2,0.8,11.9,22.8,,0,0.2,0.3,0.056,,-2.2,-1.1,-3.3,-0.1
390,Dwight Powell,C,27,DAL,58,1087,19.8,0.66,0.257,0.515,8.7,17.6,13.2,10.3,1.4,2.6,10.5,18,,3.3,1.3,4.6,0.205,,2,1.1,3.1,1.4
391,Norman Powell,SG,25,TOR,41,758,12.5,0.571,0.43,0.202,1.3,9.5,5.5,11.9,1.6,1,11.2,18.1,,0.7,0.8,1.5,0.094,,-0.5,-0.6,-1.1,0.2
392,Alex Poythress,PF,25,ATL,18,243,12.8,0.593,0.277,0.323,10.4,15.6,13,7.6,0.6,2.8,11.9,14.1,,0.4,0.1,0.5,0.093,,-1,-0.9,-1.9,0
393,Zhou Qi,PF,23,HOU,1,1,80.7,1,0,0,0,0,0,0,0,0,0,43.2,,0,0,0,1.254,,22.2,-13.2,9.1,0
394,Ivan Rabb,PF,21,MEM,33,401,19,0.641,0.057,0.328,11.9,22.5,17.1,12.3,1,1.9,13.1,18.1,,0.9,0.5,1.5,0.177,,-0.1,0.5,0.4,0.2
395,Chasson Randle,PG,25,WAS,32,488,9.7,0.57,0.493,0.282,1.5,7.6,4.5,18.7,1.5,0.2,18,16.9,,0.2,0.1,0.3,0.034,,-1.8,-3,-4.8,-0.3
396,Julius Randle,C,24,NOP,58,1739,21.4,0.61,0.17,0.476,7.6,23,15.5,15.1,1.1,1.7,13.5,26.7,,3.9,1.6,5.5,0.151,,2,-0.2,1.8,1.7
397,J.J. Redick,SG,34,PHI,59,1848,14.6,0.595,0.576,0.249,1,6.8,4,13.2,0.6,0.5,8.6,22,,3.3,1,4.3,0.111,,2.3,-3.3,-1,0.5
398,Davon Reed,SG,23,IND,7,20,8.7,0.625,0.25,0,5.7,5.4,5.6,13,0,0,20,10.9,,0,0,0,0.078,,-2.2,-2.4,-4.6,0
399,Josh Richardson,SG,25,MIA,60,2091,14.4,0.546,0.447,0.232,2.3,8.9,5.6,17.8,1.5,1.2,9.7,21.6,,2.7,2,4.7,0.109,,1.3,-0.7,0.6,1.4
400,Malachi Richardson,SG,23,TOR,22,103,0.9,0.481,0.862,0.172,2.1,11.4,6.8,0,0.5,0,20.4,16.2,,-0.2,0.1,-0.1,-0.06,,-6.1,-4.5,-10.6,-0.2
401,Austin Rivers,SG-PG,26,TOT,58,1609,8.1,0.508,0.576,0.176,1.5,8.1,4.7,12.3,1.1,1.1,10.6,14.8,,0.4,0.4,0.8,0.024,,-1.8,-1.8,-3.6,-0.7
401,Austin Rivers,SG,26,WAS,29,683,6.8,0.49,0.546,0.237,1.7,9.8,5.7,11.3,1.2,1.3,14.4,15.6,,-0.4,0.2,-0.2,-0.014,,-3.1,-1.4,-4.6,-0.4
401,Austin Rivers,PG,26,HOU,29,926,9,0.522,0.598,0.132,1.3,6.8,3.9,13.1,1,0.9,7.6,14.2,,0.8,0.2,1,0.052,,-0.8,-2.1,-2.9,-0.2
402,Devin Robinson,SF,23,WAS,4,32,26,0.607,0,0.462,6.7,17.5,12,10.2,4.4,2.7,0,20.8,,0.1,0,0.1,0.222,,1.3,1.1,2.4,0
403,Duncan Robinson,PF,24,MIA,9,77,7.8,0.551,0.85,0.1,0,13.9,7,1.8,1.3,0,4.6,12.1,,0,0.1,0.1,0.065,,-2.6,-2.2,-4.8,-0.1
404,Glenn Robinson,SF,25,DET,34,454,7.1,0.488,0.354,0.26,2.6,8.4,5.4,4.1,1.2,1.3,10.7,15,,-0.2,0.4,0.3,0.028,,-4.4,-0.4,-4.8,-0.3
405,Jerome Robinson,SG,21,LAC,24,223,7,0.478,0.519,0.076,1.5,11.1,6.4,5.1,1.5,0.7,4.7,16.2,,-0.1,0.2,0.1,0.022,,-2.5,-2,-4.5,-0.1
406,Mitchell Robinson,C,20,NYK,46,854,21.9,0.687,0,0.44,13.7,15,14.3,4.5,2,10.4,8.7,11.9,,2.6,1.3,3.8,0.214,,1.1,5.5,6.7,1.9
407,Rajon Rondo,PG,32,LAL,29,811,11.7,0.476,0.296,0.095,3.1,15,9.3,34.7,1.6,0.4,22.6,17.4,,-0.1,0.8,0.7,0.043,,-2.3,0,-2.3,-0.1
408,Derrick Rose,PG,30,MIN,46,1290,19.5,0.558,0.206,0.22,2.4,8.4,5.3,26.9,1.1,0.8,9.3,26.9,,2.6,0.5,3.1,0.114,,2.5,-2.8,-0.3,0.6
409,Terrence Ross,SG,27,ORL,64,1679,15.2,0.553,0.521,0.129,1.5,12.8,7,9.5,1.6,1.1,7,24,,1.1,1.9,3,0.086,,0.7,-1.3,-0.6,0.6
410,Terry Rozier,PG,24,BOS,61,1402,13.2,0.494,0.5,0.146,2,17,9.5,18.5,2,1.1,8.8,18.5,,0.8,2,2.8,0.096,,-0.9,0.7,-0.2,0.6
411,Ricky Rubio,PG,28,UTA,54,1559,13.4,0.523,0.37,0.271,1.8,11.9,6.9,31,2.2,0.5,18.6,22.8,,0.3,2.2,2.5,0.077,,-0.7,0.5,-0.2,0.7
412,D'Angelo Russell,PG,22,BRK,64,1926,19.2,0.536,0.414,0.135,2,11.1,6.5,40,1.7,0.7,13.4,31,,2.1,1.7,3.8,0.096,,3.6,-1.1,2.5,2.2
413,Domantas Sabonis,C,22,IND,59,1467,22.9,0.65,0.026,0.419,11.7,29.5,20.9,17.2,1.4,1.6,16.3,23,,3.9,2.8,6.7,0.219,,2,2.3,4.3,2.3
414,Brandon Sampson,SG,21,CHI,4,28,16,0.857,0.571,0,0,15.6,7.8,5.6,0,0,0,11,,0.1,0,0.1,0.175,,2.2,-3.5,-1.3,0
415,Dario Saric,PF,24,TOT,61,1516,12.4,0.552,0.476,0.209,6.8,17.9,12.3,8.6,1.1,0.4,11.5,17.3,,1.5,1.1,2.6,0.084,,0,-1.1,-1.1,0.3
415,Dario Saric,PF,24,PHI,13,396,8.1,0.496,0.53,0.227,5.9,17.1,11.6,8.9,0.5,0.6,14.7,18,,-0.1,0.3,0.2,0.025,,-2.4,-1.3,-3.7,-0.2
415,Dario Saric,PF,24,MIN,48,1120,14,0.572,0.457,0.203,7.1,18.2,12.6,8.5,1.3,0.3,10.3,17,,1.6,0.8,2.4,0.104,,0.8,-1.1,-0.3,0.5
416,Tomas Satoransky,SG,27,WAS,60,1500,14.1,0.598,0.307,0.261,3.9,10.1,6.9,23.7,1.9,0.6,16.2,14,,2.6,0.7,3.3,0.107,,0.3,-0.9,-0.6,0.5
417,Dennis Schroder,PG,25,OKC,59,1682,13.1,0.507,0.311,0.212,1.6,10.6,6.1,21.3,1.5,0.4,13,25.1,,0.2,1.8,2,0.057,,-1.8,-1.5,-3.3,-0.6
418,Mike Scott,PF,30,TOT,61,949,9.4,0.531,0.584,0.084,3.5,17.7,10.8,7.8,1,0.9,10,15.2,,0.3,0.8,1.1,0.057,,-1.3,-1,-2.3,-0.1
418,Mike Scott,PF,30,LAC,52,748,9.5,0.521,0.578,0.078,3.5,20.6,12.3,8.2,1.1,0.8,10.2,15,,0.2,0.7,0.9,0.056,,-1.5,-0.7,-2.2,0
418,Mike Scott,PF,30,PHI,9,201,9,0.565,0.606,0.106,3.3,6.7,5.1,6.2,0.7,1.2,9.2,15.9,,0.1,0.1,0.2,0.059,,-0.6,-2.2,-2.8,0
